title,genres,rate,picture,rate,summary,country,評論1,評論2,評論3,評論4,評論5
女王神劍 ,動作、奇幻、冒險,5.7,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2178319588.jpg,07/03/1985,女主角索妮婭生於一個小康之家，過著平靜的生活；有一天，她的父母被一名惡毒的皇族殺害。索妮婭傷心欲絕之際，誓要為父母報仇。她原來擁有一種神秘力量，可是她不可愛上男人，除非那個男人強過她，否則，她的神力就會消失。幸好在追尋那個毒後途中，遇上一名心儀的男人……,美國 / 荷蘭,開始以為是州長柯南系列的電影，但看完後發現不是，州長的柯南系列就只有兩部，堪稱女版柯南，面癱州長依舊是秀肌肉的存在，全程幾乎一個表情，但中間一段女主給她敷藥的時候竟然咧嘴一笑，無比猥瑣的說。女主的身材真棒，不過貌似她打醬油的姐姐要比她好看些。這麼古老的片子，打鬥戲看的人很是尷尬，看慣瞭如今讓人腎上腺素激升的動作片真的是覺得很無聊，左砍右砍，上砍下砍，把劍當刀用。不過再一想，其實看這樣的老電影也別有一番感覺，彷彿穿越了時代，看到了不同的世界。,可看可不看。那時的影片沒有得現在政治正確的病，影片中男人健美女人魅美。據說和《野蠻人柯南》是一個系列。本片有幾處佈景非常有創意例如巨獸骨橋。另外:1《神奇女俠2》天堂島毀滅一段應該參考過本片開頭祭司打算毀滅神器那段；2《蝙蝠俠》《奇異博士》等應該也是參考過或者說本片參考過上述兩漫畫設定--到神秘的東方學習功夫後回到西方復仇。951人在豆瓣標記看過，750人評分。2023年6月30日。,比柯南續集強點,姑娘這演技也是有點捉急啊。但是姑娘們都是個頂個的好看。作為反派女王出場的時間也太少了。而作為男主，州長出場的時間也不多。所以這個片子真的是隻能看姑娘們的臉和身材啊···,知道紅髮索尼婭的片名的，都是vhs鐵粉了
X戰警：黑鳳凰 ,動作、科幻、冒險,5.7,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2555886490.jpg,06/06/2019,影片劇情圍繞X戰警中最受歡迎成員之一的琴·葛蕾展開，講述她逐漸轉化為黑鳳凰的故事。在一次危及生命的太空營救行動中，琴被神秘的宇宙力量擊中，成為最強大的變種人。此後琴·葛蕾不僅要設法掌控日益增長、極不穩定的力量，更要與自己內心的惡魔抗爭，她的失控讓整個X戰警大家庭分崩離析，也讓整個星球陷入毀滅的威脅之中。《X戰警：黑鳳凰》是迄今為止氣氛最緊張、情感最豐富的一部《X戰警》電影，是《X戰警》系列20年來的集大成之作，大家非常熟悉和熱愛的變種人大家庭即將面對最為強大的敵人——而她恰恰還是他們中的一員。,美國 / 加拿大,我的媽呀老萬求婚了，份子錢我先出了大家隨意，叉漢子變叉妹子，教授成了大渣渣（霧），鳳凰黑化會揮發，守住本性守住家,法鯊握緊雙拳 要一美選其一的時候 我還以為攤開手心 會出現一枚戒指,《AE粒子特效：從入門到精通》,"不再是布萊恩·辛格執導，質量明顯下滑。
本來是《X戰警》系列中間一部，但由於福斯被收購，強行成了最終章，很多故事還沒講完就草草收尾。
《X戰警》系列唯一沒有金剛狼的一部（除了《死侍》系列），沒有了金剛狼的《X戰警》，魅力大減；
吃設定，和《逆轉未來》的結局衝突；
快銀缺席最終戰，《逆轉未來》《天啟》的慢鏡頭也沒了；
萬磁王、野獸一會兒要殺鳳凰女，一會兒又保護她；鳳凰女一會兒是敵軍，一會兒是友軍，轉變太突兀……
從2000年的《X戰警1》到2019年的《黑鳳凰》，恰好在第二十年落下帷幕，曲終人散。
只可惜這個結局並不圓滿。
雖然福斯被迪士尼收購，但據說漫威影業5年內都沒有重啟《X戰警》的計劃。
下一次看到X戰警不知道是什麼時候了，且看且珍惜。畢竟以後很難找到更適合演X教授和萬磁王的演員了。",【C-】負分劇本，智商全員下線，智者教授變聖母，陰謀家萬磁王變莽夫。所有人三兩句嘴炮就能被改變想法，上一秒撕的不可開交，下一秒同仇敵愾we are伐木累。最重要的是，作為戲眼的黑鳳凰卻並沒有撐起全片，內心矛盾生硬且幼稚，突然就反社會了，突然就想通了，整個故事想一出是一出，假裝好像很有情感深度，其實只是一鍋混雜著CGI與廉價轉折的亂燉。（恭喜蘇菲特納喜提2019兩大系列IP爛尾收官之作。
007：大破量子危機 ,動作、懸疑、驚悚、冒險,6.7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1765998673.jpg,11/05/2008,"緊接前一集《皇家賭場》的劇情，由於愛人維斯佩的背叛，邦德（丹尼爾·克雷格 Daniel Craig 飾）的怒火被徹底激發，甚至在執行最新任務時都不得不盡量剋制個人感情，以免把這次任務升級為個人恩怨。透過與M（朱迪·丹奇 Judi Dench 飾）對白先生（加斯帕·克里斯 滕森 Jesper Christensen 飾）的審問，得知維斯佩是被一個難以想象的犯罪組織所要挾。為了能查清楚這個組織的情況，邦德根據手上的線索順藤摸瓜，最終把目標鎖定在了一個名叫格林（馬修·阿馬立克 Mathieu Amalric 飾）的商人身上。經過不斷的調查，最終發現了這個犯罪組織的驚天陰謀，想控制全球的自然資源。在隨時可能遭遇背叛、謀殺和騙局的情況下，邦德再次出擊……最終成功挫敗了這個驚天陰謀。
                                    
                                　　在這一集的片頭，性感火辣的舞女輪廓將回歸這部經典系列電影的片頭。",英國 / 美國,皇家賭場裡摸清楚的方向在這裡完全被打亂，製作者們不惜成本讓邦德從頭打到尾（甚至不顧形象灰頭土臉貼身肉搏），卻忽略了007電影另一大最迷人的地方是在人物的塑造，只能說太可惜了。,克雷格神似普京。。。,007大破自來水公司！,個人認為是007最好的電影，完美的繼承了英國國寶希區柯克的衣缽，邦德被置身成為“錯誤的人”，而影片並未在“兇手是誰”上下工夫，反而在“邦德應該怎麼辦？”上做足了文章，懸念感十足，影片中斷歌劇院那場戲，直接致敬了希區柯克《擒兇記》中結尾的刺殺大戲，非常精彩。,導演怎麼能去掉愛情的篇幅了？上一部邦德多溫柔、多有愛，這一部只剩打打殺殺了，沒有亮點，沒有愛。
明日邊緣 ,動作、科幻,8.2,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2185073849.jpg,06/06/2014,未來世界陷入外星人入侵的恐慌中，軍事演說家凱奇少校（湯姆·克魯斯 Tom Cruise 飾）畏懼上戰場，他從沒想過將軍（布萊丹·格里森 Brendan Gleeson 飾）會讓他去指揮即將開始的“諾曼底戰役”，拒絕接受命令之後將軍居然惡整了他，那就是把他當做逃兵扔進了軍 營中。凱奇被歸入了J小隊中進行戰鬥，戰役的第一天就慘死在戰場，沒想到這一死讓他擁有了時空迴圈的能力，而唯一相信他的人就是被稱為“全金屬戰士”的麗塔·沃拉塔斯基（艾米莉·布朗特 Emily Blunt 飾）。二人開始了時空迴圈作戰，在訓練凱奇的同時他們發現了控制時間的奧秘，這與外星人“主腦”歐米茄有關，但是唯一能取得勝利的方法就是讓凱奇不斷死去、不斷重啟時間。在不斷重複登陸那天的戰鬥的同時，凱奇越來越不想失去麗塔……,美國 / 加拿大,羅拉提取出月光寶盒裡的原始碼遞給涼宮春日說：“請交給阿湯哥！”,玩第一人稱射擊遊戲，用作弊器改出300條命，死得剩最後一條時終於通關了。通關獎勵：進入二週目，全員復活，解鎖睡女主的可能。,藉助《土撥鼠日》的一日囚概念和幽默感推波助瀾，放在本片中就有像無限重玩的電腦遊戲。重複關卡帶來經驗值的積累和趟全關的攻略。值得玩味的是生存焦慮和形而上學的突破，儘管玩到最後還是有些疲軟。總之是部符合期待的商業大片，但在趣味性和深度上都不及《土撥鼠日》。,這才是我想要的“逆轉未來”！“一次性定點存檔”考驗操作熟練度，通篇渲染“能讀檔真好！”。改編拿捏有度，逼死原作。笑點耍帥場面故事全不誤，外媒絕對欠了阿湯哥一個道歉！遙想原始碼、恐怖遊輪都沒給好評，就差這麼一段“酣暢淋漓的距離”，此番圓滿。PS：最後高潮這副模樣，我只能理解為沒錢了！,全程無尿點
紅色警戒999 ,劇情、動作、驚悚、犯罪,5.8,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2367903433.jpg,07/27/2016,"俄羅斯黑幫頭目伊琳娜（凱特·溫絲萊特 Kate Winslet 飾）唆使一批腐敗的警察進行了一起完美的銀行搶劫行動，由於幾人均身處警界內部，反偵察能力極強，因此想要查出案件的真相幾乎是不可能的事情。然而，幾人並不知道的是，真正的威脅並非來自警方的調查，而是有人正在虎視眈眈的盯著他們所得到的鉅額報酬。
                                    
                                　　此役之後，伊琳娜野心不減，殊不知幾名警察在巨大的壓力之下早已經矛盾重重，瀕臨崩潰的邊緣。其中之一馬庫斯（安東尼·麥凱 Anthony Mackie 飾）不僅要面對內心的掙扎，還要應付那個初出茅廬正義感爆棚的菜鳥搭檔克里斯（卡西·阿弗萊克 Casey Affleck 飾），敏銳的克里斯似乎已經開始察覺自己身邊正在發生的事情。",美國,開局不錯，中段開始亂了，結尾收不住了。攝影、音樂和美術不錯。老司機被新地圖帶溝裡去了。,乾脆的亂,導演：你看我們卡司牛吧、你看我們劇本牛吧、你看我們臺詞牛吧...爆頭飆車、脫衣舞女、以及權錢交易、爾虞我詐，加之一幫兼具演技和顏值的大咖小咖友情領便當，好像是一部極具看點的犯罪片，其實，也只是“看上去很美”而已，bug滿天飛，導演完全沒有駕馭這類警匪片的能力。另，肥溫金毛獅王造型醜哭,故事主線聚焦於一夥腐敗黑警，從一開始就攤明底牌，無形中削弱了劇情懸念。整體基調偏黑暗，多段手持攝影的搖晃鏡頭增添了寫實風格，但無論文戲武戲都乏善可陳，可惜了這一波不錯的主創陣容。諷刺的是，同等題材如果是國產片那絕對過不了審，可這樣一部片子卻作為進口片過審引進了——《紅色警戒999》,白瞎了這個陣容啊
星球大戰前傳1：幽靈的威脅 ,動作、科幻、冒險,8.2,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2308392633.jpg,11/05/1999,"作為星球大戰前傳系列的首部曲，這部電影誕生了一個重要的人物：阿納金（傑克·洛伊德 Jake Lloyd  . 飾）。銀河國會會議上出現了利益爭執，納布星的女王阿米達拉（娜塔麗·波特曼 Natalie Portman   飾）被貿易聯盟綁架並威脅簽署新的貿易協議。絕地武士奎剛（連姆·尼森 Liam Neeson 飾）及徒弟歐比-旺•肯諾比（伊萬·麥克格雷格 Ewan McGregor  飾）受命前去解決糾紛，維護和平。他們的飛船在塔圖因星意外降落的時候遇到了阿納金並且帶走了他。
                                    
                                　　在奇異天才少年阿納金等人的幫助下，奎剛及歐比-旺與貿易聯盟的機器人部隊和西斯武士展開了決鬥.....",美國,安納金當時就是一萌小正太啊！關鍵時刻總是R2用小機械手扭轉局面啊哈哈哈哈哈,世界上最偉大的電影系列，沒有之一。難以想象三十年前的人們坐在電影院內觀看新希望是怎樣的震撼。有人說它情節弱智，任務設定簡單，可是盧卡斯創造了另一個世界，再此面前任何弱點都不值一提.同年齡層的星際迷航相比只有以淚洗面。盧卡斯萬歲!人類無限的想象力萬歲！,好電影哪怕過去十幾年依然是好電影。重溫才發現好多熟悉的演員，連姆尼森，伊萬，娜塔麗波特曼，小阿納金真可愛。99年的電影，特效不能與十幾年後的今天比，但秒殺現在國產片特效還是足夠。Ewan的口音辨識度真高，小辮子可愛,"Ewan McGregor,wonderful","雖然這一部是喬治·盧卡斯親自拍的，但還是拍得很一般，情懷大於內容。
交代了R2-D2和C-3PO是怎麼認識的，還出現了歐比旺、尤達、帕爾帕廷、賈巴等熟面孔。
歐比旺“人品王”的特點已經有所體現，兩次掉下去都活了下來。
沒辦法，畢竟《星戰4》有他，也就意味著在前傳三部曲中一定不會死。
反過來說，奎剛·金沒有出現在正傳三部曲中，就一定會死，只是時間問題。
娜塔莉·波特曼和凱拉·奈特莉的真假女王很有迷惑性，如果是第一次看的話很難發現在中途掉了包。
當然最重要的還是引出了安納金·天行者，未來的達斯·維達。"
勇敢者遊戲：決戰叢林 ,喜劇、動作、奇幻、冒險,6.8,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2506258944.jpg,01/12/2018,"斯賓塞、“冰箱”弗裡奇、貝瑟尼和瑪莎是某高中的問題學生，這一日他們因不同的錯誤而被留校勞動。在一間堆滿陳舊廢棄物的儲藏室內，斯賓塞發現一臺年代久遠的遊戲機。四人原本想放鬆一下，誰知卻被吸進了遊戲機中。在兇險的尤曼吉熱帶叢林裡，少男少女分別變成了勇石博士（道恩·強森 Dwayne Johnson 飾）、毛子·芬巴（凱文·哈特 Kevin Hart 飾）、奧伯倫教授（傑克·布萊克 Jack Black 飾）和鐵拳露比（凱倫·吉蘭 Karen Gillan 飾），他們必須遵照遊戲規則，突破邪惡博士的阻撓，將寶石放回原處，恢復尤曼吉的和平，而這也是他們重返現實世界的唯一途徑。
                                    
                                　　毒蛇、猛獸以及糾纏不休的暴徒，為四個玩家帶來了永生難忘的冒險體驗……",美國 / 印度 / 加拿大 / 英國 / 澳大利亞 / 德國,弱點是吃高熱食物就會爆炸。,1.這遊戲可以說是非常良心了，不用打怪練級、開箱子、掛機，最重要的是不用充錢，也就不會遇到人民幣玩家。不足之處是會彈（索尼）廣告。2.道恩強森的摩托車的質量比坦克還好，你確定不是在演速度與激情？3.電影教育我們：沉迷遊戲可能導致脫髮，甚至長出奇怪的東西。4.遊戲中的大叔現實中可能是軟妹子,要啥有啥，笑點很足，作為喜劇爆米花已經夠好看了！剛看完後還挺開心，想起了小學的時候看完第一部時那種宛如新世界大門被開啟既驚喜又激動的感覺（第二部實在太渣，爛到被大腦直接自動忽略），接著又想到這部為啥不和經典的第一部聯動一下啊，忽然才緩過勁來……羅賓·威廉姆斯已經不在了……,成本限制太大了  沒啥特效只能靠笑點撐起全片  真正的闖關時刻卻不過癮  倒是每個人物都很好笑就對了,Dr.Bravestone 到底doctor在哪裡啦
霹靂嬌娃 ,動作、冒險,5.3,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2572654905.jpg,11/15/2019,講述了新一代火辣美女天使克里斯汀·斯圖爾特、娜奧米·斯科特、埃拉·巴林斯卡霸氣組隊強勢打擊危險勢力的故事。本片由好萊塢實力派導演及演員伊麗莎白·班克斯執導，高空跳傘、狂野飆車、拳腳肉搏、激燃槍戰等驚險動作場面接連不斷，腎上腺素飆升。三大天使特工技能高超，大玩變身誘惑上演溫柔殺機。,美國,上週看帥哥空戰，這周看美女特工，看得我彎來直去的真累。,"導演是不是以為女性英雄打敗男性反派就是女權電影？你是不是對女權有什麼誤解？
女權是勇敢表達你的觀點，而不是屈服於領導的命令。
是內在的自信和覺醒，而不是簡單的打個架、殺個人。
仍然是老掉牙的“抓內鬼”的劇情，而且還和《黑衣人：全球追緝》撞劇情了，剛開始以為A是內鬼，後來才發現B才是內鬼，沒有任何新意。
笑點也很尷尬，很多地方你知道是笑點，但是並不好笑，看得尷尬症發作。
大BOSS買“克里斯托”是為了殺人於無形，可問題是，為了得到克里斯托他前前後後殺了很多人，而且還沒有遭到警方通緝，沒有任何人管他。
既然他殺了人不會有任何後果，又何必大費周章去買克里斯托、逼迫女主角把最高許可權改成他？他直接用槍支彈藥殺人不是更方便嗎？",【C】“復古”的像一個出土文物，希望伊麗莎白班克斯早日放棄編劇與導演事業，梗比邁克爾貝寫的都難笑,蠢到令人作嘔,比想象的好看哎，小K也tm太美了，無論是金髮大胸還是短髮颯爽的造型都好適合她5555；看之前不看好黑人小姐姐，片子裡面維密天使一樣的身材直接讓我說真香；相比之下茉莉雖然很可愛，比前兩位就稍微遜色點兒了。
摩登時代 ,劇情、喜劇、愛情,9.3,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263408369.jpg,02/25/1936,"二十年代的美國處於經濟蕭條時期，失業率居高不下，工人受盡壓榨，成為了大機器生產中的一顆螺絲釘。查理（查理·卓別林 Charles Chaplin 飾）就是一個底層市民，他在一個機器隆隆的廠房裡日以繼夜地工作，以賺取微薄的收入。重複繁重的工作壓得他喘不過氣，他把人們的鼻子當成螺絲釘來擰，捲入流水線機器的皮帶裡，令人苦笑不得。
                                    
                                　　查理儘管貧窮，但卻很善良。他在路上搭救了流浪女，和她一起生活，家裡破爛卻又溫馨。每次身無分文的查理為了找到吃的，都會故意犯事，以便進入監牢。光景一時間有了好轉，流浪女成了歌舞紅星，然而好景太短暫了。",美國,"慚愧死了，這才是我第一次真正看卓別林的電影。在放映之前我還想，為什麼人們要叫他“大師”？不就是一個演員麼。結果幾秒以後，字幕上映，導演，編劇，主演，甚至音樂配樂都是卓別林創作的。我完全被震撼，真的是大師啊……

這是一部又辛酸又喜劇的片子，對當時的社會不論是在工業，政治，還是生活",人的異化，極富前瞻性，即使放在今天看了依舊有著強烈的現實意義；卓別林是個極為矛盾的個體：一方面，他總是對社會那些最深入肌理的頑疾給予毫不留情的諷刺和抨擊；另一方面，他也是個執拗的人性本善論者。,靠，看了才知道，星爺有那麼多東西是從這裡學來的。,"老闆永無止境地剝削工人，工人不僅上班要打卡，連上洗手間都要打卡。
工廠所有地方都裝了監控，包括洗手間，決不允許員工有偷懶的機會。
老闆成功把員工逼瘋了，一看到螺絲或者像螺絲的東西就想去擰一下。
工廠太冰冷了，讓查理感到溫暖的地方，反而是監獄。
監獄有吃有喝有住，以至於他都不想走了。
他出獄了都要故意犯罪，僅僅是為了重新回到監獄。
別人有幸福美滿的家庭，而他和流浪女只能坐在別人的家門口做白日夢。
果然“偉大喜劇的核心都是悲劇”。
PS：卓別林兼任製片人、導演、主演、編劇、配樂，最後竟然一個奧斯卡的提名都沒有？",這是卓別林第一部有聲片，他儘可能寫一個對話劇本，儘可能嘗試一次“聲音”的實驗，然而由於卓別林堅持一貫的“流浪漢”角色，“聲音”似乎又與角色不協調。反觀，聲音又以一種獨特的方式呈現，我們聽到的機械裝置（有聲）對人的打壓（無聲）正符合了電影主題的象徵。
利刃出鞘 ,劇情、喜劇、懸疑、犯罪,8.1,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2574172427.jpg,11/29/2019,"富豪小說家哈蘭·斯隆比在自己85歲生日第二天，被發現在自家莊園離奇自殺，遺留了億萬遺產。久負盛名的大偵探布蘭科（丹尼爾·克雷格飾）突然被匿名人士僱傭調查此案真相。同時，哈蘭的孫子蘭森（克里斯·埃文斯飾）也正在秘密調查此案。當布蘭科和哈蘭·斯隆比家族的其他人對談時， 他發現事情並沒有想象中那麼簡單。
                                    
                                　　哈蘭家族沒有表面上那麼和睦，每個人都有著不可告人的秘密，每個人都想得到遺產……究竟這起命案是自殺還是他殺？似乎每個人都有嫌疑。隨著一位遺產繼承人的意外亮相，真相謎底漸漸浮出水面……",美國,可能因為期待值太高，看完其實蠻失望的。並不“狼人殺”，大部分的家族成員也都被處理成很臉譜化的小反派，尤其故事到中後段視角完全從女主小白兔一人展開，上帝視角一開，幾乎從推理變成了犯罪驚悚片。到最後謎底並不重要，重要的是，這依然是想講一個拉美裔移民趕走美國人的反川普式寓言。這幾年川總憑一人之力到底為好萊塢貢獻了多少素材靈感？？？還能拍點別的嗎？？？,用古典影調、英式喜劇、政治諷刺、閃亮亮卡司層層包裝，唯獨甜甜圈最核心的部分空了一塊，沒有推理進行到關鍵時刻那輕輕一擊整個人恍然大悟的快感。解謎越深入越感受到導演對於反型別的用力又無能為力，用明到不能再明的明喻帶著觀眾兜圈，以迴避只要一驗血就不言自明的真相，推理迷看完失望到萎靡。【重看2022.10.18】,全篇最阿加莎的部分不是推理和反轉疊反轉，是好人受到考驗而好人最終平安得勝，以及自始至終的善良的心,"貴為美國白人的眾卿家內訌一無所獲，仰望著從巴基斯坦人手裡買來的生父老宅；
身為巴西移民的本宮站在老宅陽臺，端起“My House My Rules My Coffee”杯具輕呷，俯視著一切。
哈哈哈哈……吐！","《羅生門》般的眾說紛紜、層出不窮的反轉已經足夠精彩，更精彩的是對人性的揭露入木三分。
最黑暗的不是哈蘭的死因，而是每個人面具下的心機和城府。
大家都說瑪爾塔是家人，哈蘭將遺產給她後，他們又說她是騙遺產的賤人。
沃爾特親口說要好好照顧她，結果說翻臉就翻臉，甚至用她母親來威脅她。
你犯了罪，有好處我就睜一隻眼閉一隻眼，沒好處我就要報警抓你。
一開始大家都說哈蘭是自殺，聽完遺囑卻又叫布蘭克繼續查下去，巴不得是瑪爾塔殺了他。
和自己無關就無所謂，哪怕是父親的死因，關係到自己的利益了才會在乎。
一家人可以天天吵架，也可以為了遺產聯合起來一致對外。
因為他們知道，可以和家人過意不去，但不要和錢過意不去。沒有永遠的家人，只有永遠的利益。
瑪爾塔的話真是一針見血：為什麼哈蘭把遺產給我，不是因為我，而是因為你們。"
